PartitionKey,FileType,ObjectName,HighLevelObject,FileName,LineNumber,LinesOfCode,HighestEWISeverity,ConversionStatus,EWIs,UDFsUsed,CharConversionPercentage,LoCConversionPercentage,EWIsNumber,ObjectDB,DeploymentOrder,CharacterCount
8c246674-3b68-41de-8096-c333d8a01bcc,SQL,5,SELECT,procedure/04-procedures.sql,115,1,,Fully Converted,,,--,100%,0,,,
8c246674-3b68-41de-8096-c333d8a01bcc,BTEQ,12,INSERT,script/06-bteq_sample_1.btq,43,1,,Fully Converted,,,--,100%,0,,,
8c246674-3b68-41de-8096-c333d8a01bcc,BTEQ,13,INSERT,script/06-bteq_sample_1.btq,44,1,,Fully Converted,,,--,100%,0,,,
8c246674-3b68-41de-8096-c333d8a01bcc,BTEQ,14,INSERT,script/06-bteq_sample_1.btq,45,1,,Fully Converted,,,--,100%,0,,,
8c246674-3b68-41de-8096-c333d8a01bcc,BTEQ,17,SELECT,script/06-bteq_sample_1.btq,50,1,,Fully Converted,,,--,100%,0,,,
